,Unnamed: 0,product_name,Average_rating,Num_of_Rating,Review_Rating,review_title,Review_Text,Posted_Date,Helpfulness,has_images,price,time_lapsed,title_length,text_length,Deviation of star ratings,FOG Index,Flesch Reading Ease
75,75,"D-FantiX Battery Tester, Universal Battery Checker Small Battery Testers for AAA AA C D 9V 1.5V Button Cell Household Batteries Model BT-168",4.5,23236,5,Great tool to have!,This item is not expensive but very valuable to have.  It accurately shows how much charge is left in many kinds of batteries.  I recommend it for every household.,2020-01-24,0,0,7.99,1182,4,29,0.5,9.4,78.55
76,76,"Betron BS10 Earphones Wired Headphones in Ear Noise Isolating Earbuds with Microphone and Volume Control Powerful Bass Driven Sound, 12mm Large Drivers, Ergonomic Design",4.3,16023,5,Good Earphones,Performed as described. My son is very pleased with them.,2021-02-20,0,0,18.53,807,2,10,0.7,2,100.24
77,77,"Fujifilm Instax Mini Instant Film, 10 Sheets√ó5 Pack(Total 50 Shoots)",4.8,50332,5,Quick Delivery,Items came sooner than I expected and items were packaged up very tightly. Thank you!!! ?ëç?èº?ëç?èº?ëç?èº,2020-12-24,0,0,51,966,2,16,0.2,8.67,81.63
78,78,"iFixit Pro Tech Toolkit - Electronics, Smartphone, Computer & Tablet Repair Kit",4.9,17318,5,it is a cool set for a techie guy,have not use much but it is a great tool set for a techie guy like me,2020-11-24,0,0,74.95,1003,9,17,0.1,6.8,104.98
79,79,"Mounting Dream TV Wall Mount Swivel and Tilt for Most 26-55 Inch TV, TV Mount Perfect Center Design, Full Motion TV Mount Bracket with Articulation, up to VESA 400x400mm, 60 lbs, MD2377",4.8,44978,5,It?ôs rad my guy,It totally swings around and faces where ever came with some strong looking screws I could hang on it doing parkour will buy again for more parkour,2021-08-04,0,0,37.99,634,4,27,0.2,12.28,69.45
80,80,"Amazon Basics 3.5mm Aux to 2 RCA Adapter Audio Cable for Stereo Speaker or Subwoofer with Gold-Plated Plugs, 8 Foot, Black",4.7,74807,4,Lasted exactly 4 years,"After 4 years of just sitting there, plugged in, it stopped working.  I would buy again due to price, and it actually has pretty heavy duty ends.  I don't know why it stopped working.  no damage.",2021-05-20,0,0,10.59,710,4,36,0.7,5.91,84.68
81,81,SABRENT 4 Port USB 2.0 Data Hub with Individual LED lit Power Switches [Charging NOT Supported] for Mac & PC (HB-UMLS),4.6,119789,5,It's works....,I was lacking in USB ports on my computer. This is doing the trick. It's like a power strip for computers.,2020-11-24,0,0,7.95,849,2,21,0.4,6.61,89.75
82,82,"iFixit Pro Tech Toolkit - Electronics, Smartphone, Computer & Tablet Repair Kit",4.9,17318,5,Performed as expected - Good Value for the Money,Performed as expected - Good Value for the Money,2021-10-20,0,0,74.95,673,9,9,0.1,8.2,63.36
83,83,"Sony ZX Series Wired On-Ear Headphones with Mic, White MDR-ZX110AP",4.5,104579,5,Great audio,Sound quality is amazing,2020-10-24,0,0,36.99,888,2,4,0.5,11.6,50.5
84,84,"Logitech M510 Wireless Computer Mouse ??Comfortable Shape with USB Unifying Receiver, with Back/Forward Buttons and Side-to-Side Scrolling, Dark Gray",4.6,28251,2,worked for 2 years,I know this is an electronic item and you can't expect much but 2 years?  It no longer moves the cursor.  Go with something else.  Shouldn't have to buy the protection program to get more than years out of something.,2020-08-25,1,0,13.99,962,4,40,2.6,6,86.71
85,85,"Amazon Basics 14-Inch Tablet Bag, Black",4.7,82733,4,"Great For Samsung 17.3"" View2","I needed a case or paded sleeve to protect my Large 17.3"" Samsung View2 Tablet. From many years of experience I know one doesn't need to pay $50 or more to protect & carry computing devices. I've never paid more than $14 for axquality phone, tablet or laptop case. Seemed like there is only one choice on Amazon for the very big View, a flimsy sleeve. Listing claims it fits the View2 but it doesn't. Besides its junk. No padding. So I went creative. Measured my View2 & checked dimensions of fair priced cases. If seller honestly listed this case it would work. Seller is honest! This zipper, handles & shoulder strap case is PERFECT for the 17.3"" View2!  Ample fit so no risk of zipper scratches, plenty of padding & enough room to spare for storage in the pockets. Great fit, quality make & for a fair price. Recomend this case.",2020-04-27,5,0,24.14,1075,5,152,0.7,5.55,86.91
86,86,"Betron BS10 Earphones Wired Headphones in Ear Noise Isolating Earbuds with Microphone and Volume Control Powerful Bass Driven Sound, 12mm Large Drivers, Ergonomic Design",4.3,16023,2,Fuzzy in video calls,"This is a decent product.  I won't buy it again but it's not the worst purchase I've ever made.  I don't like them very much because any time I'm on a video call on either my phone, laptop, or anything else they are kind of fuzzy almost and have random ticking noises throughout the call.  I've tested with other headphones and the other headphones always work perfect so I know it's not my laptop or phone.  Nothing super special about their bass quality either, just in my opinion.",2020-03-25,0,0,18.53,1139,4,88,2.3,7.49,78.99
87,87,Universal Remote Control for Most Samsung LCD LED HDTV 3D Smart Home Entertainment TVs (One pcs),4.4,19605,5,Less expensive and functions,Ask described.  Pointed at TV and it worked,2020-06-13,0,0,11.99,1044,4,8,0.6,3.2,88.74
88,88,"Screen Cleaner Kit - Best for LED & LCD TV, Computer Monitor, Laptop, and iPad Screens ??Contains Over 1,572 Sprays in Each Large 16 Ounce Bottle ??Includes Premium Microfiber Cloth",4.7,38368,5,Works GREAT! And as Advertised!,Works perfectly for all screens. Crystal clear. I used it on my phone and didn't get fingerprints on the screen all day.SPRAY ONLY ON THE MICROFIBER!!!! if you spray directly on screen you risk damaging it. the include microfiber is one of the best I've used. better then the generic ones.,2021-12-10,0,0,19.99,467,5,51,0.3,6.54,88.23
89,89,Apple Lightning to 3.5 mm Headphone Jack Adapter,4.7,223181,5,works well,works well,2021-12-01,0,0,9.99,475,2,2,0.3,0.8,120.21
90,90,"Panasonic Portable AM / FM Radio, Battery Operated Analog Radio, AC Powered, Silver (RF-2400D) 22.8 x 7.8 x 10.8",4.6,27618,5,Still working great after all these years,It's been three years and this radio still works like it's brand new.,2022-12-27,0,0,34.95,98,7,13,0.4,5.2,100.58
91,91,"YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance",4.3,36643,1,Too difficult to hook up when normal install fails.,Didn?ôt work for me.,2022-02-28,0,0,57,402,9,4,3.3,1.6,92.8
92,92,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,5,Clever and effective solution,"I applied these cord holders to the back of my nightstand so I could easily find and connect my tablet and cell phone for charging. The holders work like a champ. The cords stay in the holder and easily accessible. Simple solution to, any everyday annoyance.",2022-01-10,0,0,8.97,451,4,46,0.7,8.08,68.26
93,93,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,1,DEFECTIVE CABLE - Again!,"The cable separated from the ear bud after only a couple of uses.  The cable is stiff and keeps its shape if wound for storage in the supplied case.  Can not return via Amazon, hopefully the SEPHIA stands behind its warranty.  Will need to contact them.  The company sent a replacement for the first set, BUT the bad design issue continues. Metal barrel cuts the cable.  They were not misused....an 70 and very carefully.",2020-08-09,17,1,13.99,960,4,74,3.3,6.96,78.96
94,94,Logitech K350 Wave Ergonomic Keyboard with Unifying Wireless Technology - Black,4.6,24205,5,Easy for me to use with the hand rest,I replaced the one I had just like it with a new one just like it so I am very pleased with it.,2023-01-14,0,0,49.99,111,9,23,0.4,9.2,98.89
95,95,"Logitech Z623 400 Watt Home Speaker System, 2.1 Speaker System - Black",4.6,16085,5,Awesome sound but NOT bluetooth (see updates for bluetooth adapter),"Sound is awesome, but I should have known this does include the option of bluetooth ... a device has to be constantly plugged into this great-sound system. Bass is great, too. Ugh! I so wish it has also bluetooth feature // updates as of Sept. 30 ... I ordered and now have the Logitech Bluetooth Audio Adapter for Bluetooth Streaming, so now this great speaker is bluetooth!! Totally awesome!!",2020-03-22,0,0,118,1128,10,69,0.4,6.49,75
96,96,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,Easy install,"Mounted using 4 lag bolts into the wall studs - so drill 4 holes and tighten - comes with template for wall so easy to mark where the holes go and includes its own level. Range of motion is excellent from left to right - also tips up or down for glare reduction. Would recommend - mounted 55"" TV with it.",2022-04-14,0,0,39.99,370,2,61,0.2,9.71,77.57
97,97,"Jiusion 40 to 1000x Magnification Endoscope, 8 LED USB 2.0 Digital Microscope, Mini Camera with OTG Adapter and Metal Stand, Compatible with Mac Windows 7 8 10 11 Android Linux",4.1,19667,5,"Great microscope camera, with a great price!!!","Great picture quality, work really well!!",2021-08-06,0,0,21.99,629,7,6,0.9,9.07,48.47
98,98,"TOSLINK Cable, Optical Audio Cable ??35 feet Long Fiber Optic Cable for soundbars (TOSLINK to TOSLINK, Digital S/PDIF Cable, Stereo Systems/amplifiers/amps, Home Cinema, Xbox One/PS5) ??CableDirect",4.7,28915,5,Works great. The terminals have a nice tight fit.,Super fast delivery exactly when email said it would be. Product packaged well and works great.,2022-05-17,0,0,8.99,465,9,16,0.3,8.2,80.28
99,99,"Emergency Hand Crank Radio with LED Flashlight for Emergency, AM/FM NOAA Portable Weather Radio with 2000mAh Power Bank Phone Charger, USB Charged & Solar Power for Camping, Emergency",4.5,17230,1,Two thumbs down!!,"Cheap, crappy.  Disappointed!",2021-04-26,0,0,35.99,829,3,3,3.5,14.53,9.21
100,100,"Cellet Car Cup Holder Phone Mount Compatible for Apple iPhone 14 13 Pro Max Mini 12 SE Galaxy S22 S21 S20 Note 20 0 LG Motorola Moto, Google Pixel (Fit for Tesla Model 3 and Y)- Extra Long Neck",4.3,21607,4,Great value,"Definitely worth the money, holds ipad very securely, tons of adjustments.",2020-07-15,0,0,19.99,998,2,11,0.3,15.31,51.85
101,101,"Mounting Dream TV Wall Mount for 32-65 Inch TV, TV Mount with Swivel and Tilt, Full Motion TV Bracket with Articulating Dual Arms, Fits 16inch Studs, Max VESA 400X400 mm, 99lbs, MD2380",4.8,37316,5,Very sturdy,This thing is very sturdy. Comes with all the hardware you need. Mounted my 55??no problem.,2021-01-30,0,0,39.99,809,2,17,0.2,2.28,99.53
102,102,"Handsfree Call Car Charger,Wireless Bluetooth FM Transmitter Radio Receiver,Mp3 Audio Music Stereo Adapter,Dual USB Port Charger Compatible for All Smartphones,Samsung Galaxy,LG,HTC,etc.",4.3,45909,4,Does the job.,"My aux connection doesn?ôt work so I bought this Bluetooth device. Works perfectly the only downside, people always have a hard time hearing me. But that doesn?ôt bother me I just use my earpiece to talk on the phone.",2021-02-27,0,0,16.99,774,3,39,0.3,7.25,75.2
103,103,1byone Amplified HD Digital TV Antenna - Support 4K 1080p and All Older TV's - Indoor Smart Switch Amplifier Signal Booster - Coax HDTV Cable/AC Adapter,4,16453,5,Excellent value,The card stock thin approach make this antenna very easy to install and not unattractive like many antennas. I was very surprised with the reception. It does not do what a rooftop antenna would do that's for sure but if you have indoor reception it is great. I have two. One is in a location where the nearest stations are over 20 miles away and I still get the main networks and about 5 more channel all with excellent picture quality.,2021-01-02,0,0,17.99,845,2,81,1,9.44,80.41
104,104,"Amazon Basics HDMI to DVI Adapter Cable, Bi-Directional 1080p, Gold Plated, Black, 3 Feet, 1-Pack",4.7,81186,5,great,works great,2020-05-02,0,0,8.54,1057,1,2,0.3,0.8,120.21
105,105,Amazon Basics External Hard Drive Portable Carrying Case,4.8,74643,5,External hard drive,"Very sturdy, not worried about damage to the contents",2021-04-10,0,0,10.92,852,3,9,0.2,3.6,79.26
106,106,Apple Lightning to Digital AV Adapter,4.6,65632,5,Good Apple Product!,Just the item  I needed to use my iPad with my TV. Always a good idea to buy an original Apple product for assurance of quality. Worth the extra money. Well made.,2022-01-16,0,0,19.99,457,3,32,0.4,8.03,77.53
107,107,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,1,Adhesive is too weak.,"While the adhesive sticks to furniture, it does not stay attached to the clip and the clips all fall off leaving a mess of adhesive on furniture after about a month.",2020-01-02,0,0,8.97,1190,4,31,3.3,13.69,56.93
108,108,Universal Remote Control for Most Samsung LCD LED HDTV 3D Smart Home Entertainment TVs (One pcs),4.4,19605,5,Great replacement,Had a remote with a touch pad that I hated. This was a good replacement and works perfect.,2020-03-21,0,0,11.99,1128,2,18,0.6,5.82,87.72
109,109,"Anker 2-in-1 USB 3.0 SD Card Reader for SDXC, SDHC, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC and UHS-I Cards",4.6,38267,4,Great SD card reader,I've used a few SD card readers and this is definitely among the top. Sometimes has issues reading/uploading files but overall very easy to use.,2021-02-12,0,0,11.99,807,4,25,0.6,8.2,75.71
110,110,Amazon Basics Adjustable Tablet Holder Portable Stand - Black,4.6,29617,5,Works great!,I have a Samsung Galaxy Tab S5e.  It works perfectly fine with this tablet.,2021-01-21,0,0,34.99,824,2,14,0.4,5.66,89.75
111,111,"Cable Clips Management - Nightstand Accessories - Cord Organizer - Desk Cable Management - Wire Holder System - Adhesive Cord Clips - Home, Office, Cubicle, Car - Gift Idea - Black",4.3,20902,5,The little thing you didn?ôt know you needed,And now can?ôt live without,2020-03-03,0,0,8.97,1129,8,5,0.7,2,100.24
112,112,"Mounting Dream TV Wall Mount for Most 26-55 Inch TVs, Full Motion TV Mount with Perfect Center Design, Articulating Mount Max VESA 400x400mm up to 77 LBS, Wall Mount TV Bracket MD2413-MX",4.7,59745,5,Easy install! Works great!,Easy to install and works perfectly! We had the legs to tv brake off so bought this ended up buying 2 more they work so good then tv doesn?ôt take up space just hangs from the way love that can swivel ur around seamlessly!,2023-04-03,0,0,37.99,0,4,44,0.3,10.62,82.99
113,113,SAMSUNG TV Remote Control BN59-01199F by Samsung,4.7,23674,5,Works Great,World perfect...nice and easy,2022-07-03,0,0,5.99,271,2,4,0.3,1.6,75.88
114,114,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",4.3,33336,5,Love these headphones,Great sound. Loud. My 2nd pair. I am hearing impaired. I can hear these loud and clear. Crisp sound.,2022-06-20,0,0,13.99,280,3,19,0.7,2.52,107.38
115,115,Logitech Wireless Mouse M525 - Red/Black,4.7,28835,5,Plug it in----Use it instantly,"I have an older, non-blue tooth HP computer.  I had used a Logic Tech mouse for ever, because I don't manage the pad on the computer well.  The dongle for my old mouse stuck out quite a bit from the side of the computer and often got caught on things.  Finally, it quit working.  I got this new mouse last week and plugged it in and instantly was using the mouse.  I love it.  It's a little smaller than my old mouse, hence the four stars.  My hands are large and I liked the size of the old mouse more.  I love that the batteries are guaranteed for two years.",2020-06-23,0,0,11.99,1011,5,110,0.3,6.33,92.93
