Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,Reviewer,Review Title,Link,Rating_Distribution,Rating_of_Performance,Rating_of_Story
"I am astonished at the dark tones and the edgy themes and action of this gothic novel To be a Victorian novel it was such a surprise To hear the original story that we get all the vampire tropes from has been interestingThe narrating cast was phenomenal I dont think there can be a better telling of the story My favorite, by far, was Simon Vance voicing Jonathan Harker Tim Curry was fantastic but Van Helsing wasnt a prominent writer in their collection of journals I was actually crying at the end of the tale It was quite a journey from beginning to end My time was well spent and I dont regret a moment of it I highly recommend this audiobook",12-12-22,5,4.6,35784,0,R. Sheppard,Wow,https://www.audible.com/pd/Dracula-Audible-Edition-Audiobook/B0078PA1OA,"25547,7314,2206,480,237","26720,4257,1025,240,142","22258,6695,2559,525,257"
I really enjoyed this book Its down home good advice was easy to understand and implement in my life,11-07-17,5,4.7,51395,0,Amazon Customer,A great way to push into a greater sense of self,https://www.audible.com/pd/The-5-Second-Rule-Audiobook/B06VX22V89,"41486,5668,1993,1020,1228","36990,4507,1581,668,975","35034,5246,1985,908,1211"
Loved every minute of the audio book It gave me a better understanding of Yo Yo MaThe music sent me  to a place of peace and love,04-12-21,5,4.7,7753,0,Toni P,Beginners Mind,https://www.audible.com/pd/Beginners-Mind-Audiobook/B08ZYXLTYG,"6359,962,314,72,46","6078,444,112,25,12","5328,860,315,69,36"
"l thought Id listen to this book while doing chores around the house and little mindless tasks like crocheting  But I periodically found that I was sitting on the couch with nothing in my hands or on my lap, completely engrossed in the book, totally forgetting about whatever I had been doing  Im so grateful to be more informed and respect all the heartache and work that went into bringing it to the world",05-09-17,5,4.6,16707,0,Leanne,"Powerful, eye opening, engaging",https://www.audible.com/pd/The-Immortal-Life-of-Henrietta-Lacks-Audiobook/B0035FVJQQ,"11855,3490,1003,227,132","10134,2688,679,117,81","10338,2418,723,157,104"
"The author really details the life of soldiers in Vietnam It was sad, profound work that bled through the narration Its hard to say I greatly enjoyed the book, but it was good to understand a veterans point of view from Vietnam era",08-10-20,5,4.3,13189,0,Anna Liisa Covell,"Makes you think, makes you cry",https://www.audible.com/pd/The-Things-They-Carried-Audiobook/B00FFHJXSI,"7592,3456,1448,420,273","8759,2130,620,151,106","6647,2990,1357,440,297"
Not sure I would have finished the book if Id been reading it The narrator was excellent,03-05-22,4,4.4,15147,0,Squirrel,Good reader,https://www.audible.com/pd/In-Cold-Blood-Audiobook/B002UZJTXM,"9366,3832,1389,348,212","8883,2511,746,186,116","7954,2899,1106,296,171"
Loved it  Very deep and tragic Beautiful story  I didnt want it to end  Easy to get lost in the story,05-14-24,5,4.5,2876,0,Pam C,Wonderful,https://www.audible.com/pd/A-Little-Life-Audiobook/B0BJ7RH25W,"2146,329,173,107,121","2255,246,99,38,46","1982,328,137,81,155"
This book kept me intrigued the whole time I grew with the original movie and still love it Listening to this book made the movie better Definitely give it a read,02-27-18,5,4.8,42709,0,Nitwccm,Very enjoyable,https://www.audible.com/pd/Jurassic-Park-Audiobook/B00U7UORMU,"34173,6996,1235,212,93","30610,6309,1249,178,92","30783,6038,1228,237,82"
"Ill be right here Until they drag me off the line, Im not going anywhere I hope",06-21-19,5,4.8,36876,0,Don,Still missing the bastard,https://www.audible.com/pd/Kitchen-Confidential-Audiobook/B002VA8GSA,"30168,5163,1181,203,161","26805,3001,736,128,75","25132,4213,975,162,95"
"I bought this book thinking itd just be a funny book without any kind of depth But I was very happy to be proven wrong very quickly Even if the book is written in a very humorous tone, and the deep philosophical questions are usually just brushed aside, this book made me stop and think many times about what I had just read, and about what the situation that the main character is in actually implies It really connected with me",09-29-17,5,4.7,104740,1,SANTIAGO,Better than I expected,https://www.audible.com/pd/We-Are-Legion-We-Are-Bob-Audiobook/B01L082HJ2,"79771,18828,4359,1086,696","82079,11698,1773,319,205","70828,18272,4757,1215,765"
"This book is rich and raw and will stay with you long after the last chapter is finished Its an insightful glimpse into what it must really be like to be part of police brutality upclose and from a different point of view than we usually hear If you want to engage and enter into somebody elses hurt ,this is a good place to start for a foundational understanding",06-25-17,5,4.8,45875,0,Lisa Harding,So glad I did not miss this one,https://www.audible.com/pd/The-Hate-U-Give-Audiobook/B01NAGD7TV,"38215,5922,1240,276,222","36667,3855,831,145,134","34350,5452,1234,255,189"
"Made me weepy at times, Michelle Obama is the ordinary girl living an extraordinary life as she so eloquently states in her book",02-03-19,5,4.9,181868,0,SLC,beautifully written  narrated,https://www.audible.com/pd/Becoming-Audiobook/B07B3BCZ9S,"167358,11293,2099,526,592","150764,8445,1619,378,412","146729,11086,1957,499,466"
I am a long time fan of The Great Gatsby But Jake Gyllenhaal brought it to life in such an amazing way This is the best narration of any audiobook I have listened to by far,10-29-19,5,4.5,23265,0,samanthajo98,Amazing narration,https://www.audible.com/pd/The-Great-Gatsby-Audiobook/B00BWYDMK8,"15034,5224,2102,560,345","14670,3947,1297,348,217","13136,4314,2045,576,372"
I did not want it to end  So good  I will definitely be getting his other books,09-11-24,5,4.6,9818,0,lachelle cucinella,Oh no The End,https://www.audible.com/pd/Angelas-Ashes-Audiobook/B002UZZ14S,"7278,1629,558,211,142","6625,832,240,82,66","5923,1255,400,150,112"
I kept thinking is get the back story to find out why things were this way odd plot,02-11-21,4,4.5,36116,0,Debra Seyfried,odd book,https://www.audible.com/pd/The-Handmaids-Tale-Special-Edition-Audiobook/B06XFW9YZ5,"24398,7248,2683,1000,787","24729,5316,1623,518,402","21863,6313,2504,957,853"
"I love all of Sedaris books, and this is no different Wonderful narration, beautiful and funny stories I was so excited when it came out I listened to most of it the first day",06-03-18,5,4.6,22164,0,Amazon Customer,Another beautiful book,https://www.audible.com/pd/Calypso-Audiobook/B07BGGTGBQ,"16484,3753,1212,381,334","16685,1875,600,217,192","13990,3545,1195,375,336"
I did not struggle to finish this audio book I actually use it for sleep and I tend to fall asleep to it especially when my anxiety is in high drive It has saved me at night quite a bit and Ive always loved Jane Austen novels and Rosamund Pike does a great job with the narration Classic romance novel and definitely recommend this title ,09-30-20,5,4.8,41510,0,Tranquilthought,Just Love This Story,https://www.audible.com/pd/Pride-and-Prejudice-Audiobook/B016LN23CC,"36386,3643,946,279,256","32778,3374,791,206,181","32743,3059,898,260,201"
The book was hard to put down so be prepared to do little else once you start listening The narrator is fantastic and the science and story are well woven What a wonderful book Science lovers and science fiction fans will enjoy this adventure,05-19-22,5,4.9,182379,0,LiketoShop,Fabulous story and narrative,https://www.audible.com/pd/Project-Hail-Mary-Audiobook/B08G9PRS1K,"162833,15895,2619,672,360","156733,7989,1298,287,227","145112,16872,2818,763,416"
A masterclass from a wonderfilled human being who has come full circle  Bravo maestro Ma,04-26-21,5,4.7,7753,0,mlhill,Enlighting,https://www.audible.com/pd/Beginners-Mind-Audiobook/B08ZYXLTYG,"6359,962,314,72,46","6078,444,112,25,12","5328,860,315,69,36"
WARNINGDo not drink anything when listening to this audiobook Or ANY of Molly Harpers paranormal storiesThis  will save you the embarrassment of spaying liquid on those around you when those inevitable line come up that make me loughoutloudsnickerbellylaughcry with hystericsThe line about the Werewolf shifter romances is hilarious and ironicHarper combined with Ronconi and Davis are a trifecta,10-06-18,5,4.6,21522,0,eclectic_pet,Dont drink when listening to Harpers stories,https://www.audible.com/pd/How-to-Date-Your-Dragon-Audiobook/B078892NLF,"14899,4844,1421,265,93","15168,3668,912,141,61","13468,4443,1566,301,120"
"Sedaris has again gifted me a seat in the audience of his words He is painfully honest with the raw humility family can inspire in the right settings From his first writings to now, we have witnessed his life with the deep love he holds for his mother Now we experience the other side of those stories we have heard but with the pain of reflection only distance allows and humor make opaque",07-17-18,5,4.6,22164,0,Sabina,"Open, clear and shining",https://www.audible.com/pd/Calypso-Audiobook/B07BGGTGBQ,"16484,3753,1212,381,334","16685,1875,600,217,192","13990,3545,1195,375,336"
I read this for book club  We had a great discussion about it  It was a crowd pleaser,11-03-23,5,4.6,16707,0,Caroline,Highly recommend,https://www.audible.com/pd/The-Immortal-Life-of-Henrietta-Lacks-Audiobook/B0035FVJQQ,"11855,3490,1003,227,132","10134,2688,679,117,81","10338,2418,723,157,104"
Best novel about music Ive ever heard Should delight any young person andor lover of the musical art,05-07-20,5,4.7,15885,0,Alison,Best novel about music Ive ever heard,https://www.audible.com/pd/The-Mystwick-School-of-Musicraft-Audiobook/B07MT4MTGP,"12241,2785,628,123,108","12353,1605,321,55,61","10595,2743,765,147,92"
"that the book is full of lies the author explains the lies by saying that theyre allegorical from the 12th story elevator in a building to a underground engine running on rail laid by slaves there are so many lies they cannot be explicated herewhile the reviews of the book, are written as if the story is a true one the reviews should point out that the most obvious prejudicial and angry perspective of the author is the thing that stands out the mostI would not have wasted one of my audible listens on this book while I am not unsympathetic to the lives of slaves this over the top biased accounting is the same as if I were reading an account by some Klux Klux Klansman accounting of the civil war",05-31-24,1,4.4,16238,0,Leigh Goodrich,that this honest  story about the days of the underground railroad is a story or in any way honest,https://www.audible.com/pd/The-Underground-Railroad-Television-Tie-in-Audiobook/B01J6CZQGA,"9780,4063,1727,432,236","10568,2842,826,183,107","8612,3520,1626,487,241"
I got this trilogy during the sale but would gladly pay full price I enjoyed it immensely I wish Tatiana would narrate more stories She did such an amazing job here I will definitely go back here from time to time to relisten,06-17-24,5,4.9,13701,0,Anonymous User,Worth every penny,https://www.audible.com/pd/The-Hunger-Games-Special-Edition-Audiobook/B07HHH7L77,"12487,983,147,47,37","10551,907,202,51,71","10838,776,101,16,22"
"It is very difficult to form into words a review for this novel Not only does every page have heart wrenching information on it, but when you listen to the audible, it changes everything No man is as eloquent as TaNehisi Coates His words, his mind, his feelings, his memories Everything about this novel takes you into and throughout his life, starting with what made him who he is and into who he hopes his son will be This is such an important lesson for everyone White privilege is something that he discusses without speaking specifically of it So often people shy from the topic of racism, white privilege, or the history of African Americans in our nation They do this for many reasons One being, that they are not educated enough to discuss it Another being that they feel they do not contribute to the problem Well, by readinglistening to this novel, it is quite clear We all contribute to this problem Our own citizens are being hurt, judged, ridiculed and shamed everyday in America for the color of their skin If you are white and you are not talking about this, you are apart of the problemTaNehisi Coates brings the reader through many different situations, some more painful than others They are all important lessons and things that hold such high value When he started, The destroyers are merely men enforcing the whims of our country, correcting interpreting its heritage and legacy This quote alone shows how intensified the problem is in America today Whether you see this abuse everyday or not, whether someone you personally know is being effected by it or not, it is happening and Coates is doing all that he can to not try to teach his son to change it, but to live with it How saddening that a man with such intelligence as Coates does not believe that this problem will change, so he is trying to teach his son to LIVE with it That shows the magnitude of racism in America This novel is a must read for everyone White, black, man, women Does not matter who you are, where you come from, what you look like This evaluates human decency and the lack of it, right here in this land of the free Read this novel Read it again Then listen to Coates narrate it Take notes, cry, feel every word As I am sure you will",05-15-19,5,4.8,31128,0,Anonymous User,Wow,https://www.audible.com/pd/Between-the-World-and-Me-Audiobook/B010N1IC5A,"26434,3372,820,249,253","23558,2865,750,168,143","23229,2831,793,233,212"
