Rating,Review_Text,sentiment_score_continuous,sentiment_score_discrete,deviation,abs_deviation
3,Nice staff and cleanVery small room and cramped for two adults with luggage,3.876,4,-0.8759999999999999,0.8759999999999999
3,"The location of this accommodation is 1010 The rooms are very simple but well designedThe rooms dont include irons, hairdryers or any extra, any extra amenities are charged for so keep that in mind when booking The air conditioning isnt great either  the rooms dont have any windows so in the summer it does feel extremely closed in",3.876,4,-0.8759999999999999,0.8759999999999999
3,"Reception staff at check in were going through the motions, did not point out which direction were the elevators to get to my room, expected moreRoom was very sterile with tiled floor throughout it felt like cleaners come in and hose the place down, and no windows, endless monotonous corridors and rooms lacked personality",2.127,2,0.8730000000000002,0.8730000000000002
4,"Lovely clean room right opposite kings cross,
 easy to get to from Euston l,oads of shops and eateries on doorstep ,easy Access from tube to most of the attractions from kings cross ,highly recommend and definitely book againThe weather",4.871,5,-0.8710000000000004,0.8710000000000004
4,Rooms were too warm and elevators were quite slow,3.13,3,0.8700000000000001,0.8700000000000001
4,"Deluxe double was big, very comfortable and clean, well appointed and with an interesting view across the rooftops of Pimlico",4.87,5,-0.8700000000000001,0.8700000000000001
4,Fresh and clean had everything we needed,4.868,5,-0.8680000000000003,0.8680000000000003
4,"Super central, clean facilities, super easy check in",4.868,5,-0.8680000000000003,0.8680000000000003
4,"room was so small But, good location, did the job, but got a ground floor, no view, hooneymoon was discussed prior, not enough room for 4 bags We chose medium room Staff didnt really bother, but did give a late shcek out at no other costsize of the room basement  dungeon location",3.133,3,0.867,0.867
3,it was clean and tidyvery very closed in,3.866,4,-0.8660000000000001,0.8660000000000001
3,"Clean, spacious room  Good priced room   Close to Pimlico and VictoriaRoom in the basement which was very noisy from people walking around reception above Impossible to get room dark because of a light right outside the window which stayed on all night  A poor night sleep",3.865,4,-0.8650000000000002,0.8650000000000002
5,"Clean room, comfy bed and facilities as expectedThe in room safe didnt work and neither did the TV",4.137,4,0.8630000000000004,0.8630000000000004
5,"Location n the staff are so friendly 
Room v comfortableBit expensive",4.14,4,0.8600000000000003,0.8600000000000003
5,Convenient location Easy access to rail and shopping areasIts good if they can add few verities to breakfast like mushrooms omelette etc but still  it was a good breakfast,4.142,4,0.8579999999999997,0.8579999999999997
5,"Breakfast, location excellent and very quietBathrooms very dark  dimly lit",4.146,4,0.8540000000000001,0.8540000000000001
4,"Good location, bus stop and metro station very closeBooked a twin room but offered at check in a suite with one bed and extendable couch which was not acceptable to us We had to involve booking in order to get the initially booked room
Twin room altho was called executive was very small, barely could move around it
Bathroom was so small that i had to do acrobatics in order to close the door while inside, shower leaked on the floor
Window was not sealed properly, you could feel the wind blowing even with the curtains closed
For a 2 nights stay it was acceptable to say the most",3.146,3,0.8540000000000001,0.8540000000000001
5,"The location was great  Bus stop outside, very close to tube station and other bus stops, bakery, Tescos and Waitrose all super close
The single room was small but there was still enough space for a solo travellerThe breakfast was only until 930  Im very slow in the morning and would have liked a bit more time, it was, however, complimentary so I definitely cant complain ",4.147,4,0.8529999999999998,0.8529999999999998
5,V goodLocation of room v hard to find,4.15,4,0.8499999999999996,0.8499999999999996
3,Location is really good for getting about with Proximity to Paddington stationSize of the rooms are ridiculously small because ok if single person but way to small for a couple,3.849,4,-0.8490000000000002,0.8490000000000002
4,Location  been staying here for 30 years  Always good especially Mohammed the Duty manager go the Extra mile  the past 10 years amazing service from Mohammed and teamNothing,4.848,5,-0.8479999999999999,0.8479999999999999
4,"Clean
LocationNo window 
No conditioner 
No hair dryer 
No coffee  no tea
In the room",3.155,4,0.8450000000000002,0.8450000000000002
4,"Loved the location, staff were amazing Breakfast was so yummy and the room was incrediblecomfiness  of the bed",4.843,5,-0.843,0.843
3,Great locationThe hotel have charged 108 cancellation fee after turning up and staying for the duration of my booking Hotel are not responding to messages so I have had to go through bookingcom to resolve the issue,3.843,4,-0.843,0.843
4,"Excellent location, the room was very comfortable and big enough for a family of 4 , comfortable bed and great breakfast The staff is very friendly always willing to help",4.84,5,-0.8399999999999999,0.8399999999999999
5,"Great location Clean and spacious room Very convenient to have a microwave, fridge, plates, cutlery, coffeemaker and kettle in the room Extensive breakfast options We had a very comfortable stay ThanksThe bathroom lights could only be switched on if the sitting room lights were on and if someone was sleeping on the sofa bed the person would be rudely awakened by the lights Dont know if it was so only in our room no1214 or in others too The reading lamps in the room are too dim and pretty ineffective",4.16,4,0.8399999999999999,0.8399999999999999
2,"Fantastic location, 2 minutes away from the houses of parliamentWindows were nonexistent  let in all the noise from outside Someone was having a party in an apartment opposite  our room was shaking from all the noise, didnt stop until 1130pm and we were then woken at 6am by the road sweepers outside You could also hear all the noise in the rooms upstairs The rooms all have wooden flooring so you can hear every step We could heat every time the people upstairs went for a wee too, which was a bit weird Basically didnt sleep at all and the staff said there was nothing they could do  didnt even apologise",2.838,4,-0.8380000000000001,0.8380000000000001
